Filename,Extension,Category,File Size,Duration,Creation Date,Original Path,SHA256,Is Duplicate,Duplicate Of,Lines,Chars,Width,Height,DPI,Mode,Bitrate,Sample Rate
mac-maintenance-technomancer.sh,.sh,Script,5.07 KB,,05-10-26,/Users/steven/scripts/mac-maintenance-technomancer.sh,,False,,176,4604,,,,,,
verify-masterxeo-integration-links.sh,.sh,Script,7.07 KB,,05-10-26,/Users/steven/scripts/verify-masterxeo-integration-links.sh,,False,,222,7162,,,,,,
disk_cleanup_analysis.sh,.sh,Script,146.00 B,,05-10-26,/Users/steven/scripts/disk_cleanup_analysis.sh,,False,,5,146,,,,,,
install-ollama-safety-models.sh,.sh,Script,649.00 B,,05-10-26,/Users/steven/scripts/install-ollama-safety-models.sh,,False,,17,649,,,,,,
uninstall-ollama-embedding-models.sh,.sh,Script,271.00 B,,05-10-26,/Users/steven/scripts/uninstall-ollama-embedding-models.sh,,False,,10,271,,,,,,
copy-file-or-text-to-clipboard.sh,.sh,Script,403.00 B,,05-10-26,/Users/steven/scripts/copy-file-or-text-to-clipboard.sh,,False,,19,403,,,,,,
oh-my-zsh.sh,.sh,Script,17.95 KB,,05-10-26,/Users/steven/scripts/oh-my-zsh.sh,,False,,557,18369,,,,,,
install_miniforge_default.sh,.sh,Script,154.00 B,,05-10-26,/Users/steven/scripts/install_miniforge_default.sh,,False,,5,154,,,,,,
check_grok_setup_full.sh,.sh,Script,151.00 B,,05-10-26,/Users/steven/scripts/check_grok_setup_full.sh,,False,,5,151,,,,,,
remove-duplicate-files-safe-phase1.sh,.sh,Script,1.32 KB,,05-10-26,/Users/steven/scripts/remove-duplicate-files-safe-phase1.sh,,False,,50,1305,,,,,,
move-claude-directories.sh,.sh,Script,811.00 B,,05-10-26,/Users/steven/scripts/move-claude-directories.sh,,False,,22,811,,,,,,
dev.sh,.sh,Script,139.00 B,,05-10-26,/Users/steven/scripts/dev.sh,,False,,5,139,,,,,,
setup-development-environment.sh,.sh,Script,506.00 B,,05-10-26,/Users/steven/scripts/setup-development-environment.sh,,False,,38,506,,,,,,
library_cleanup.sh,.sh,Script,153.00 B,,05-10-26,/Users/steven/scripts/library_cleanup.sh,,False,,5,153,,,,,,
run-all-static-projects.sh,.sh,Script,1.94 KB,,05-10-26,/Users/steven/scripts/run-all-static-projects.sh,,False,,49,1587,,,,,,
read-this.txt,.txt,Text,46.34 KB,,05-10-26,/Users/steven/scripts/read-this.txt,,False,,,,,,,,,
advanced-system-maintenance-v5.sh,.sh,Script,55.33 KB,,05-10-26,/Users/steven/scripts/advanced-system-maintenance-v5.sh,,False,,1443,56397,,,,,,
img-removebg.sh,.sh,Script,771.00 B,,05-10-26,/Users/steven/scripts/img-removebg.sh,,False,,28,771,,,,,,
activate.sh,.sh,Script,152.00 B,,05-10-26,/Users/steven/scripts/activate.sh,,False,,5,152,,,,,,
generate-home-tree-exports.sh,.sh,Script,1.01 KB,,05-10-26,/Users/steven/scripts/generate-home-tree-exports.sh,,False,,31,1031,,,,,,
run-clean-directory-names-shortcut.sh,.sh,Script,146.00 B,,05-10-26,/Users/steven/scripts/run-clean-directory-names-shortcut.sh,,False,,5,146,,,,,,
ai-watchdog.sh,.sh,Script,4.27 KB,,05-10-26,/Users/steven/scripts/ai-watchdog.sh,,False,,124,4375,,,,,,
backup-and-clean-brew-python.sh,.sh,Script,1.05 KB,,05-10-26,/Users/steven/scripts/backup-and-clean-brew-python.sh,,False,,39,1079,,,,,,
ai-unified-menu.sh,.sh,Script,10.58 KB,,05-10-26,/Users/steven/scripts/ai-unified-menu.sh,,False,,414,10743,,,,,,
audit-package-conflicts.sh,.sh,Script,3.13 KB,,05-10-26,/Users/steven/scripts/audit-package-conflicts.sh,,False,,116,3164,,,,,,
purge-launchctl-nonapple-overrides.sh,.sh,Script,3.83 KB,,05-10-26,/Users/steven/scripts/purge-launchctl-nonapple-overrides.sh,,False,,113,3899,,,,,,
run-ecosystem-agent-manager.sh,.sh,Script,1.50 KB,,05-10-26,/Users/steven/scripts/run-ecosystem-agent-manager.sh,,False,,47,1512,,,,,,
run-transcribe-media-whisper-gpt-shortcut.sh,.sh,Script,153.00 B,,05-10-26,/Users/steven/scripts/run-transcribe-media-whisper-gpt-shortcut.sh,,False,,5,153,,,,,,
execute_special_cases.sh,.sh,Script,146.00 B,,05-10-26,/Users/steven/scripts/execute_special_cases.sh,,False,,5,146,,,,,,
docs.py,.py,Code,5.94 KB,,05-10-26,/Users/steven/scripts/docs.py,,False,,197,6082,,,,,,
move-tracking-functions.sh,.sh,Script,1.86 KB,,05-10-26,/Users/steven/scripts/move-tracking-functions.sh,,False,,71,1896,,,,,,
initialize-ai-resources.sh,.sh,Script,2.38 KB,,05-10-26,/Users/steven/scripts/initialize-ai-resources.sh,,False,,89,2427,,,,,,
preview-three-folder-organization-plan.sh,.sh,Script,9.47 KB,,05-10-26,/Users/steven/scripts/preview-three-folder-organization-plan.sh,,False,,284,9483,,,,,,
consolidation-ai-setup.sh,.sh,Script,17.82 KB,,05-10-26,/Users/steven/scripts/consolidation-ai-setup.sh,,False,,555,18186,,,,,,
init_spend_analysis.sh,.sh,Script,157.00 B,,05-10-26,/Users/steven/scripts/init_spend_analysis.sh,,False,,5,157,,,,,,
mp4-to-transcript-analysis-alt.sh,.sh,Script,1.41 KB,,05-10-26,/Users/steven/scripts/mp4-to-transcript-analysis-alt.sh,,False,,43,1443,,,,,,
run_update.sh,.sh,Script,154.00 B,,05-10-26,/Users/steven/scripts/run_update.sh,,False,,5,154,,,,,,
install-ollama-vision-models.sh,.sh,Script,415.00 B,,05-10-26,/Users/steven/scripts/install-ollama-vision-models.sh,,False,,13,415,,,,,,
run-whisper-text-to-csv-export.sh,.sh,Script,253.00 B,,05-10-26,/Users/steven/scripts/run-whisper-text-to-csv-export.sh,,False,,7,253,,,,,,
run-batch-drive-analysis-shortcut.sh,.sh,Script,145.00 B,,05-10-26,/Users/steven/scripts/run-batch-drive-analysis-shortcut.sh,,False,,5,145,,,,,,
sync-sftp-mirror.sh,.sh,Script,1.12 KB,,05-10-26,/Users/steven/scripts/sync-sftp-mirror.sh,,False,,38,1147,,,,,,
marketmaster_complete_guide.sh,.sh,Script,161.00 B,,05-10-26,/Users/steven/scripts/marketmaster_complete_guide.sh,,False,,5,161,,,,,,
setup-consolidation.sh,.sh,Script,144.00 B,,05-10-26,/Users/steven/scripts/setup-consolidation.sh,,False,,5,144,,,,,,
run-clean-global-pip-shortcut.sh,.sh,Script,141.00 B,,05-10-26,/Users/steven/scripts/run-clean-global-pip-shortcut.sh,,False,,5,141,,,,,,
master_optimize.sh,.sh,Script,148.00 B,,05-10-26,/Users/steven/scripts/master_optimize.sh,,False,,5,148,,,,,,
search_projects.sh,.sh,Script,147.00 B,,05-10-26,/Users/steven/scripts/search_projects.sh,,False,,5,147,,,,,,
create-csv-snapshot.sh,.sh,Script,903.00 B,,05-10-26,/Users/steven/scripts/create-csv-snapshot.sh,,False,,31,903,,,,,,
analyze_scripts.sh,.sh,Script,11.47 KB,,05-10-26,/Users/steven/scripts/analyze_scripts.sh,,False,,261,11750,,,,,,
SCRIPTS_EXPLORATION.md,.md,Doc,8.09 KB,,05-10-26,/Users/steven/scripts/SCRIPTS_EXPLORATION.md,,False,,,,,,,,,
analyze-folder-contents.sh,.sh,Script,3.64 KB,,05-10-26,/Users/steven/scripts/analyze-folder-contents.sh,,False,,116,3673,,,,,,
check-all-package-conflicts.sh,.sh,Script,9.00 KB,,05-10-26,/Users/steven/scripts/check-all-package-conflicts.sh,,False,,264,9074,,,,,,
auto.sh,.sh,Script,147.00 B,,05-10-26,/Users/steven/scripts/auto.sh,,False,,5,147,,,,,,
sign_packages.sh,.sh,Script,150.00 B,,05-10-26,/Users/steven/scripts/sign_packages.sh,,False,,5,150,,,,,,
consolidate_business_ecosystem.sh,.sh,Script,155.00 B,,05-10-26,/Users/steven/scripts/consolidate_business_ecosystem.sh,,False,,5,155,,,,,,
analyze_python_scripts.py,.py,Code,17.23 KB,,05-10-26,/Users/steven/scripts/analyze_python_scripts.py,,False,,409,17643,,,,,,
full-home-backup.sh,.sh,Script,13.37 KB,,05-10-26,/Users/steven/scripts/full-home-backup.sh,,False,,356,13162,,,,,,
disk-cleanup-analysis.sh,.sh,Script,6.58 KB,,05-10-26,/Users/steven/scripts/disk-cleanup-analysis.sh,,False,,205,6673,,,,,,
cleanimg.sh,.sh,Script,159.00 B,,05-10-26,/Users/steven/scripts/cleanimg.sh,,False,,5,159,,,,,,
run-check-env-keys-shortcut.sh,.sh,Script,139.00 B,,05-10-26,/Users/steven/scripts/run-check-env-keys-shortcut.sh,,False,,5,139,,,,,,
ai-cli-diagnostics.sh,.sh,Script,4.32 KB,,05-10-26,/Users/steven/scripts/ai-cli-diagnostics.sh,,False,,122,4425,,,,,,
analyze-markdown-content-simple.sh,.sh,Script,3.01 KB,,05-10-26,/Users/steven/scripts/analyze-markdown-content-simple.sh,,False,,90,3085,,,,,,
uninstall-ollama-coding-models.sh,.sh,Script,228.00 B,,05-10-26,/Users/steven/scripts/uninstall-ollama-coding-models.sh,,False,,9,228,,,,,,
run-cleanup-git-shortcut.sh,.sh,Script,161.00 B,,05-10-26,/Users/steven/scripts/run-cleanup-git-shortcut.sh,,False,,5,161,,,,,,
ollama-model-menu.sh,.sh,Script,5.65 KB,,05-10-26,/Users/steven/scripts/ollama-model-menu.sh,,False,,215,5731,,,,,,
analyze-inventory.sh,.sh,Script,6.54 KB,,05-10-26,/Users/steven/scripts/analyze-inventory.sh,,False,,188,6654,,,,,,
mcp-process-manager.sh,.sh,Script,4.18 KB,,05-10-26,/Users/steven/scripts/mcp-process-manager.sh,,False,,150,4254,,,,,,
xvif-to-jpg.sh,.sh,Script,144.00 B,,05-10-26,/Users/steven/scripts/xvif-to-jpg.sh,,False,,5,144,,,,,,
set-dpi.sh,.sh,Script,1.38 KB,,05-10-26,/Users/steven/scripts/set-dpi.sh,,False,,51,1408,,,,,,
CONTEXT7_QUICK_START.md,.md,Doc,1.24 KB,,05-10-26,/Users/steven/scripts/CONTEXT7_QUICK_START.md,,False,,,,,,,,,
mac_diag.sh,.sh,Script,144.00 B,,05-10-26,/Users/steven/scripts/mac_diag.sh,,False,,5,144,,,,,,
create_marketplace_structures.sh,.sh,Script,154.00 B,,05-10-26,/Users/steven/scripts/create_marketplace_structures.sh,,False,,5,154,,,,,,
search-file-index.sh,.sh,Script,904.00 B,,05-10-26,/Users/steven/scripts/search-file-index.sh,,False,,33,898,,,,,,
clipboard-search-helpers.sh,.sh,Script,7.50 KB,,05-10-26,/Users/steven/scripts/clipboard-search-helpers.sh,,False,,254,7675,,,,,,
compare-trashcats-pdfs.sh,.sh,Script,2.44 KB,,05-10-26,/Users/steven/scripts/compare-trashcats-pdfs.sh,,False,,74,2500,,,,,,
MAINTENANCE_SCRIPTS_DOCUMENTATION.md,.md,Doc,9.94 KB,,05-10-26,/Users/steven/scripts/MAINTENANCE_SCRIPTS_DOCUMENTATION.md,,False,,,,,,,,,
check-grok-setup.sh,.sh,Script,1.56 KB,,05-10-26,/Users/steven/scripts/check-grok-setup.sh,,False,,59,1568,,,,,,
marketmaster_final_guide.sh,.sh,Script,158.00 B,,05-10-26,/Users/steven/scripts/marketmaster_final_guide.sh,,False,,5,158,,,,,,
sign-release-packages-gpg.sh,.sh,Script,908.00 B,,05-10-26,/Users/steven/scripts/sign-release-packages-gpg.sh,,False,,37,908,,,,,,
consolidate_remaining_gumroad.sh,.sh,Script,154.00 B,,05-10-26,/Users/steven/scripts/consolidate_remaining_gumroad.sh,,False,,5,154,,,,,,
run-analysis-toolkit-start-here-shortcut.sh,.sh,Script,152.00 B,,05-10-26,/Users/steven/scripts/run-analysis-toolkit-start-here-shortcut.sh,,False,,5,152,,,,,,
mp3tomp4 2.sh,.sh,Script,146.00 B,,05-10-26,/Users/steven/scripts/mp3tomp4 2.sh,,False,,5,146,,,,,,
run-convert-gallery-images-300dpi-shortcut.sh,.sh,Script,154.00 B,,05-10-26,/Users/steven/scripts/run-convert-gallery-images-300dpi-shortcut.sh,,False,,5,154,,,,,,
grok_menu.sh,.sh,Script,138.00 B,,05-10-26,/Users/steven/scripts/grok_menu.sh,,False,,5,138,,,,,,
setup-all-projects-with-styles.sh,.sh,Script,8.11 KB,,05-10-26,/Users/steven/scripts/setup-all-projects-with-styles.sh,,False,,275,7021,,,,,,
home_tree.sh,.sh,Script,151.00 B,,05-10-26,/Users/steven/scripts/home_tree.sh,,False,,5,151,,,,,,
process-music-and-create-video.sh,.sh,Script,1.45 KB,,05-10-26,/Users/steven/scripts/process-music-and-create-video.sh,,False,,45,1481,,,,,,
pip-reinstall-ai.sh,.sh,Script,3.92 KB,,05-10-26,/Users/steven/scripts/pip-reinstall-ai.sh,,False,,160,4012,,,,,,
generate-marketmaster-final-guide.sh,.sh,Script,9.41 KB,,05-10-26,/Users/steven/scripts/generate-marketmaster-final-guide.sh,,False,,221,9085,,,,,,
run.sh,.sh,Script,150.00 B,,05-10-26,/Users/steven/scripts/run.sh,,False,,5,150,,,,,,
analyze-clean-system-and-integrate-masterxeo.sh,.sh,Script,9.11 KB,,05-10-26,/Users/steven/scripts/analyze-clean-system-and-integrate-masterxeo.sh,,False,,282,9227,,,,,,
lint-format-python-tree.sh,.sh,Script,492.00 B,,05-10-26,/Users/steven/scripts/lint-format-python-tree.sh,,False,,32,492,,,,,,
open_archive.sh,.sh,Script,153.00 B,,05-10-26,/Users/steven/scripts/open_archive.sh,,False,,5,153,,,,,,
manage_envs.sh,.sh,Script,150.00 B,,05-10-26,/Users/steven/scripts/manage_envs.sh,,False,,5,150,,,,,,
manage-extensions.sh,.sh,Script,2.74 KB,,05-10-26,/Users/steven/scripts/manage-extensions.sh,,False,,113,2769,,,,,,
grok-cli-menu.sh,.sh,Script,6.57 KB,,05-10-26,/Users/steven/scripts/grok-cli-menu.sh,,False,,274,6687,,,,,,
masterxeo-advanced-manager.sh,.sh,Script,15.01 KB,,05-10-26,/Users/steven/scripts/masterxeo-advanced-manager.sh,,False,,418,15233,,,,,,
run-ultra-deep-analysis-shortcut.sh,.sh,Script,148.00 B,,05-10-26,/Users/steven/scripts/run-ultra-deep-analysis-shortcut.sh,,False,,5,148,,,,,,
autotools-cleanup.sh,.sh,Script,318.00 B,,05-10-26,/Users/steven/scripts/autotools-cleanup.sh,,False,,18,318,,,,,,
avatararts-packaging-script.sh,.sh,Script,4.33 KB,,05-10-26,/Users/steven/scripts/avatararts-packaging-script.sh,,False,,168,4405,,,,,,
analyze-zshrc-startup-performance.sh,.sh,Script,5.11 KB,,05-10-26,/Users/steven/scripts/analyze-zshrc-startup-performance.sh,,False,,178,5165,,,,,,
README.md,.md,Doc,6.02 KB,,05-10-26,/Users/steven/scripts/README.md,,False,,,,,,,,,
conversation-fuzzy-finder.sh,.sh,Script,4.60 KB,,05-10-26,/Users/steven/scripts/conversation-fuzzy-finder.sh,,False,,166,4705,,,,,,
advanced_scripts_meta_analysis_report.md,.md,Doc,2.04 KB,,05-10-26,/Users/steven/scripts/advanced_scripts_meta_analysis_report.md,,False,,,,,,,,,
compress-videos.sh,.sh,Script,1.00 KB,,05-10-26,/Users/steven/scripts/compress-videos.sh,,False,,33,1012,,,,,,
finish_business_integration.sh,.sh,Script,162.00 B,,05-10-26,/Users/steven/scripts/finish_business_integration.sh,,False,,5,162,,,,,,
mac-cleanup-pro.sh,.sh,Script,14.61 KB,,05-10-26,/Users/steven/scripts/mac-cleanup-pro.sh,,False,,417,14828,,,,,,
comprehensive-home-inventory.sh,.sh,Script,8.94 KB,,05-10-26,/Users/steven/scripts/comprehensive-home-inventory.sh,,False,,250,9093,,,,,,
process-mp3-transcribe-analyze-legacy.sh,.sh,Script,874.00 B,,05-10-26,/Users/steven/scripts/process-mp3-transcribe-analyze-legacy.sh,,False,,32,874,,,,,,
package-info-report.sh,.sh,Script,2.43 KB,,05-10-26,/Users/steven/scripts/package-info-report.sh,,False,,86,2485,,,,,,
generate_csv.sh,.sh,Script,152.00 B,,05-10-26,/Users/steven/scripts/generate_csv.sh,,False,,5,152,,,,,,
fixer.sh,.sh,Script,158.00 B,,05-10-26,/Users/steven/scripts/fixer.sh,,False,,5,158,,,,,,
.aider.input.history,.history,Other,107.00 B,,05-10-26,/Users/steven/scripts/.aider.input.history,,False,,,,,,,,,
fill_api_keys.sh,.sh,Script,138.00 B,,05-10-26,/Users/steven/scripts/fill_api_keys.sh,,False,,5,138,,,,,,
iterm2_full_tree.py,.py,Code,2.70 KB,,05-10-26,/Users/steven/scripts/iterm2_full_tree.py,,False,,85,2766,,,,,,
integrate-styles-into-projects.sh,.sh,Script,8.32 KB,,05-10-26,/Users/steven/scripts/integrate-styles-into-projects.sh,,False,,257,7012,,,,,,
setup-grok-cli-aliases.sh,.sh,Script,4.08 KB,,05-10-26,/Users/steven/scripts/setup-grok-cli-aliases.sh,,False,,182,4161,,,,,,
system-updater-pro.sh,.sh,Script,13.85 KB,,05-10-26,/Users/steven/scripts/system-updater-pro.sh,,False,,508,14072,,,,,,
create-comprehensive-index.sh,.sh,Script,6.03 KB,,05-10-26,/Users/steven/scripts/create-comprehensive-index.sh,,False,,204,6094,,,,,,
python-env-cleanup.sh,.sh,Script,4.31 KB,,05-10-26,/Users/steven/scripts/python-env-cleanup.sh,,False,,134,4363,,,,,,
debug-moving-files.sh,.sh,Script,1.30 KB,,05-10-26,/Users/steven/scripts/debug-moving-files.sh,,False,,53,1330,,,,,,
integrate-masterxeo-into-marketmaster.sh,.sh,Script,10.11 KB,,05-10-26,/Users/steven/scripts/integrate-masterxeo-into-marketmaster.sh,,False,,292,9900,,,,,,
analysis-toolkit-start-here.sh,.sh,Script,3.09 KB,,05-10-26,/Users/steven/scripts/analysis-toolkit-start-here.sh,,False,,66,2079,,,,,,
regenerate-carbon-images.sh,.sh,Script,3.93 KB,,05-10-26,/Users/steven/scripts/regenerate-carbon-images.sh,,False,,145,4027,,,,,,
BUNDLE_STRUCTURE_SUMMARY.md,.md,Doc,5.35 KB,,05-10-26,/Users/steven/scripts/BUNDLE_STRUCTURE_SUMMARY.md,,False,,,,,,,,,
masterxeo_consolidation.sh,.sh,Script,153.00 B,,05-10-26,/Users/steven/scripts/masterxeo_consolidation.sh,,False,,5,153,,,,,,
execute-complete-ecosystem-scan.sh,.sh,Script,6.84 KB,,05-10-26,/Users/steven/scripts/execute-complete-ecosystem-scan.sh,,False,,168,6995,,,,,,
masterxeo-orchestrator.sh,.sh,Script,12.91 KB,,05-10-26,/Users/steven/scripts/masterxeo-orchestrator.sh,,False,,411,13136,,,,,,
analysis_report_2026-05-09_16-46-37.csv,.csv,Data,102.00 B,,05-10-26,/Users/steven/scripts/analysis_report_2026-05-09_16-46-37.csv,,False,,,,,,,,,
documents-cleanup-legacy.sh,.sh,Script,5.71 KB,,05-10-26,/Users/steven/scripts/documents-cleanup-legacy.sh,,False,,184,5752,,,,,,
install_general.sh,.sh,Script,154.00 B,,05-10-26,/Users/steven/scripts/install_general.sh,,False,,5,154,,,,,,
debug_moving_files.sh,.sh,Script,143.00 B,,05-10-26,/Users/steven/scripts/debug_moving_files.sh,,False,,5,143,,,,,,
run-ultra-simple-demo-script.sh,.sh,Script,937.00 B,,05-10-26,/Users/steven/scripts/run-ultra-simple-demo-script.sh,,False,,38,875,,,,,,
backup-nocturnemelodies-collection.sh,.sh,Script,1.73 KB,,05-10-26,/Users/steven/scripts/backup-nocturnemelodies-collection.sh,,False,,48,1771,,,,,,
deploy-to-github.sh,.sh,Script,11.81 KB,,05-10-26,/Users/steven/scripts/deploy-to-github.sh,,False,,474,11694,,,,,,
content-quality-analyzer.sh,.sh,Script,15.45 KB,,05-10-26,/Users/steven/scripts/content-quality-analyzer.sh,,False,,333,15658,,,,,,
run-audio-metadata-csv-shortcut.sh,.sh,Script,143.00 B,,05-10-26,/Users/steven/scripts/run-audio-metadata-csv-shortcut.sh,,False,,5,143,,,,,,
bootstrap.sh,.sh,Script,960.00 B,,05-10-26,/Users/steven/scripts/bootstrap.sh,,False,,27,960,,,,,,
audit-zshrc-environment-dependencies.sh,.sh,Script,9.65 KB,,05-10-26,/Users/steven/scripts/audit-zshrc-environment-dependencies.sh,,False,,285,9792,,,,,,
compare-files.sh,.sh,Script,487.00 B,,05-10-26,/Users/steven/scripts/compare-files.sh,,False,,20,487,,,,,,
run-filesystem-migration.sh,.sh,Script,2.70 KB,,05-10-26,/Users/steven/scripts/run-filesystem-migration.sh,,False,,48,2749,,,,,,
package_info.sh,.sh,Script,144.00 B,,05-10-26,/Users/steven/scripts/package_info.sh,,False,,5,144,,,,,,
archive-rsync-delete-source-legacy.sh,.sh,Script,809.00 B,,05-10-26,/Users/steven/scripts/archive-rsync-delete-source-legacy.sh,,False,,34,809,,,,,,
downs.sh,.sh,Script,156.00 B,,05-10-26,/Users/steven/scripts/downs.sh,,False,,5,156,,,,,,
batch-drive-analysis.sh,.sh,Script,4.73 KB,,05-10-26,/Users/steven/scripts/batch-drive-analysis.sh,,False,,95,4842,,,,,,
audio-metadata-with-lufs.sh,.sh,Script,1.43 KB,,05-10-26,/Users/steven/scripts/audio-metadata-with-lufs.sh,,False,,43,1465,,,,,,
efficient-git-cleanup.sh,.sh,Script,2.80 KB,,05-10-26,/Users/steven/scripts/efficient-git-cleanup.sh,,False,,79,2870,,,,,,
upscale-mp4.sh,.sh,Script,1.17 KB,,05-10-26,/Users/steven/scripts/upscale-mp4.sh,,False,,33,1196,,,,,,
run-mcp-diagnostics.sh,.sh,Script,4.21 KB,,05-10-26,/Users/steven/scripts/run-mcp-diagnostics.sh,,False,,146,4277,,,,,,
analysis_summary_2026-05-09_17-16-22.md,.md,Doc,87.00 B,,05-10-26,/Users/steven/scripts/analysis_summary_2026-05-09_17-16-22.md,,False,,,,,,,,,
INDEX.md,.md,Doc,2.03 KB,,05-10-26,/Users/steven/scripts/INDEX.md,,False,,,,,,,,,
run-static-server-shortcut.sh,.sh,Script,142.00 B,,05-10-26,/Users/steven/scripts/run-static-server-shortcut.sh,,False,,5,142,,,,,,
compress_videos.sh,.sh,Script,140.00 B,,05-10-26,/Users/steven/scripts/compress_videos.sh,,False,,5,140,,,,,,
analysis_summary_2026-05-09_17-14-42.md,.md,Doc,87.00 B,,05-10-26,/Users/steven/scripts/analysis_summary_2026-05-09_17-14-42.md,,False,,,,,,,,,
upload.sh,.sh,Script,150.00 B,,05-10-26,/Users/steven/scripts/upload.sh,,False,,5,150,,,,,,
format_lost_files.sh,.sh,Script,151.00 B,,05-10-26,/Users/steven/scripts/format_lost_files.sh,,False,,5,151,,,,,,
convert-to-webp.sh,.sh,Script,762.00 B,,05-10-26,/Users/steven/scripts/convert-to-webp.sh,,False,,31,755,,,,,,
auto-activate-mamba-env-by-directory.sh,.sh,Script,2.54 KB,,05-10-26,/Users/steven/scripts/auto-activate-mamba-env-by-directory.sh,,False,,77,2582,,,,,,
generate-mac-analysis-report.sh,.sh,Script,4.38 KB,,05-10-26,/Users/steven/scripts/generate-mac-analysis-report.sh,,False,,136,4474,,,,,,
fix-python.sh,.sh,Script,148.00 B,,05-10-26,/Users/steven/scripts/fix-python.sh,,False,,5,148,,,,,,
revert-documents-organization-from-csv.sh,.sh,Script,1.35 KB,,05-10-26,/Users/steven/scripts/revert-documents-organization-from-csv.sh,,False,,55,1375,,,,,,
uninstall-ollama-reasoning-models.sh,.sh,Script,199.00 B,,05-10-26,/Users/steven/scripts/uninstall-ollama-reasoning-models.sh,,False,,8,199,,,,,,
launch_automation.sh,.sh,Script,161.00 B,,05-10-26,/Users/steven/scripts/launch_automation.sh,,False,,5,161,,,,,,
configure_python_default.sh,.sh,Script,149.00 B,,05-10-26,/Users/steven/scripts/configure_python_default.sh,,False,,5,149,,,,,,
organize-masterxeo-lost-files.sh,.sh,Script,5.85 KB,,05-10-26,/Users/steven/scripts/organize-masterxeo-lost-files.sh,,False,,149,5952,,,,,,
avatararts-content-aware-consolidation-script.sh,.sh,Script,15.76 KB,,05-10-26,/Users/steven/scripts/avatararts-content-aware-consolidation-script.sh,,False,,322,16103,,,,,,
merge-similar-markdown-files.sh,.sh,Script,1015.00 B,,05-10-26,/Users/steven/scripts/merge-similar-markdown-files.sh,,False,,33,1015,,,,,,
setup-make-content-automation.sh,.sh,Script,6.59 KB,,05-10-26,/Users/steven/scripts/setup-make-content-automation.sh,,False,,189,6698,,,,,,
map-files-into-masterxeo-framework.sh,.sh,Script,13.05 KB,,05-10-26,/Users/steven/scripts/map-files-into-masterxeo-framework.sh,,False,,449,13253,,,,,,
process_music2.sh,.sh,Script,158.00 B,,05-10-26,/Users/steven/scripts/process_music2.sh,,False,,5,158,,,,,,
audio_metadata.csv,.csv,Data,79.00 B,,05-10-26,/Users/steven/scripts/audio_metadata.csv,,False,,,,,,,,,
run-avatararts-restructure-verify-shortcut.sh,.sh,Script,154.00 B,,05-10-26,/Users/steven/scripts/run-avatararts-restructure-verify-shortcut.sh,,False,,5,154,,,,,,
ENCRYPT_SENSITIVE_ENV_FILES_README.md,.md,Doc,2.04 KB,,05-10-26,/Users/steven/scripts/ENCRYPT_SENSITIVE_ENV_FILES_README.md,,False,,,,,,,,,
final_masterxeo_organization.sh,.sh,Script,163.00 B,,05-10-26,/Users/steven/scripts/final_masterxeo_organization.sh,,False,,5,163,,,,,,
autotagger-launcher.sh,.sh,Script,930.00 B,,05-10-26,/Users/steven/scripts/autotagger-launcher.sh,,False,,36,930,,,,,,
ai-tools-menu-simple.sh,.sh,Script,5.96 KB,,05-10-26,/Users/steven/scripts/ai-tools-menu-simple.sh,,False,,226,6052,,,,,,
enhanced-encrypt-sensitive-env-files.sh,.sh,Script,14.44 KB,,05-10-26,/Users/steven/scripts/enhanced-encrypt-sensitive-env-files.sh,,False,,459,14692,,,,,,
delete-files-from-image-path-lists.sh,.sh,Script,1.30 KB,,05-10-26,/Users/steven/scripts/delete-files-from-image-path-lists.sh,,False,,59,1332,,,,,,
autoclean.sh,.sh,Script,142.00 B,,05-10-26,/Users/steven/scripts/autoclean.sh,,False,,5,142,,,,,,
o250.sh,.sh,Script,153.00 B,,05-10-26,/Users/steven/scripts/o250.sh,,False,,5,153,,,,,,
convert-webm-list-to-mp3.sh,.sh,Script,662.00 B,,05-10-26,/Users/steven/scripts/convert-webm-list-to-mp3.sh,,False,,26,662,,,,,,
index_hidden_recent_files.sh,.sh,Script,159.00 B,,05-10-26,/Users/steven/scripts/index_hidden_recent_files.sh,,False,,5,159,,,,,,
zshrc_fixes_summary.md,.md,Doc,3.82 KB,,05-10-26,/Users/steven/scripts/zshrc_fixes_summary.md,,False,,,,,,,,,
manage-mcp-tokens.sh,.sh,Script,6.56 KB,,05-10-26,/Users/steven/scripts/manage-mcp-tokens.sh,,False,,209,6685,,,,,,
clean-directory-names.sh,.sh,Script,3.46 KB,,05-10-26,/Users/steven/scripts/clean-directory-names.sh,,False,,117,3445,,,,,,
masterxeo-status-check.sh,.sh,Script,4.55 KB,,05-10-26,/Users/steven/scripts/masterxeo-status-check.sh,,False,,130,4551,,,,,,
run-mac-diagnostics.sh,.sh,Script,3.93 KB,,05-10-26,/Users/steven/scripts/run-mac-diagnostics.sh,,False,,156,3605,,,,,,
vid-resize-1080-1029upshort.sh,.sh,Script,154.00 B,,05-10-26,/Users/steven/scripts/vid-resize-1080-1029upshort.sh,,False,,5,154,,,,,,
fix_ts_content_type.sh,.sh,Script,165.00 B,,05-10-26,/Users/steven/scripts/fix_ts_content_type.sh,,False,,5,165,,,,,,
fix_ts_quicklook.sh,.sh,Script,161.00 B,,05-10-26,/Users/steven/scripts/fix_ts_quicklook.sh,,False,,5,161,,,,,,
